@relation designdecisions

@attribute class {1, 0}
@attribute DecisionText string

@data
1,'S3Credentials should support use of CredentialProvider Right now S3Credentials only works with cleartext passwords in configs as a secret access key or the URI The nonURI version should use credential providers with a fallback to the clear text option'
1,'Add a DataFrame API that provides functionality similar to HiveQLs DISTRIBUTE BY DISTRIBUTE BY allows the user to control the partitioning and ordering of a data set which can be very useful for some applications'
1,'Datasetoriented API evolution in Spark 20 As part of Spark 20 we want to create a stable API foundation for Dataset to become the main userfacing API in Spark This ticket tracks various tasks related to that The main high level changes are Merge Dataset DataFrame Create a more natural entry point for Dataset SQLContext HiveContext are not ideal because of the name SQL Hive and SparkContext is not ideal because of its heavy dependency on RDDs First  support for sessions First  support for some system catalog See the design doc for more details'
1,'Add API for updateStateByKey to provide batch time as input The StateDStream currently does not provide the batch time as input to the state update function This is required in cases where the behavior depends on the batch start time We Conviva have been patching it manually for the past several Spark versions but we thought it might be useful for others as well'
1,'SparkR Implement repartitionByColumn method on DataFrame Implement repartitionByColumn on DataFrame This will allow us to run R functions on each partition identified by column groups with dapply method'
1,'Extensions to FsShell Our project Pig exposes FsShell functionality to our end users through a shell command We want to use this command with no modifications to make sure that whether you work with HDFS through Hadoop or Pig you get identical semantics The main concern that has been recently raised by our users is that there is no way to ignore certain failures that they consider to be benign for instance removing a nonexistent directory We have 2 asks related to this issue Meaningful error code returned from FsShell we use java  so that we can take different actions on different errors Unix like ways to tell the command to ignore certain behavior Here are the commands that we would like to be expanded implemented'
1,'Make sparkml KMeansModel methof load backwards compatible SPARK14646 makes KMeansModel store the clusters one per row KMeansModelload method needs to be updated in order to load models saved with Spark 16'
1,'Make hadoop dockerfile usable by Yetus It would be better if Hadoops dockerfile could be used by Yetus so that external dependencies are owned by the project'
1,'Faster LDAP group name resolution with ActiveDirectory The typical LDAP group name resolution works well under typical scenarios However we have seen cases where a user is mapped to many groups in an extreme case a user is mapped to more than 100 groups The way its being implemented now makes this case super slow resolving groups from ActiveDirectory The current LDAP group resolution implementation sends two queries to a ActiveDirectory server The first query returns a user object which contains DN distinguished name The second query looks for groups where the user DN is a member If a user is mapped to many groups the second query returns all group objects associated with the user and is thus very slow After studying a user object in ActiveDirectory I found a user object actually contains a memberOf field which is the DN of all group objects where the user belongs to Assuming that an organization has no recursive group relation that is a user A is a member of group G1 and group G1 is a member of group G2 we can use this properties to avoid the second query which can potentially run very slow I propose that we add a configuration to only enable this feature for users who want to reduce group resolution time and who does not have recursive groups so that existing behavior will not be broken'
1,'Considering output for statistics of logical plan The current implementation of statistics of UnaryNode does not considering output for example Project we should considering it to have a better guess'
1,'Add codegen for Elt function Elt function doesnt support codegen execution It is better to provide the support'
1,'testpatch should run tests with fn to avoid masking test failures If there are known failures testpatch will bail out as soon as it sees them This causes the precommit builds to potentially not find real issues with a patch because the tests that would fail might come after a known failure We should add fn to just the mvn test command in testpatch to get the full list of failures'
1,'expose calculated paths It would be useful for 3rd party apps to know the locations of things when hadoop is running without explicit path env vars set'
1,'Vectorize parquet decoding using ColumnarBatch Parquet files benefit from vectorized decoding ColumnarBatches have been designed to support this This means that a single encoded parquet column is decoded to a single ColumnVector'
1,'Add toLocalIterator method for Dataset The toLocalIterator of RDD is super slow we should have a optimized implementation for Dataset DataFrame'
1,'Apply fast serialization on collect limit Recently the fast serialization has been introduced to collecting DataFrame Dataset The same technology can be used on collect limit operator too'
1,'sparkml API for linear SVM Provide API for SVM algorithm for DataFrames I would recommend using OWLQN rather than wrapping sparkmllibs SGDbased implementation The API should mimic existing sparkmlclassification APIs'
1,'JMX Context for Metrics The way metrics are currently exposed to the JMX in the NameNode is not helpful since only the current counters in the record can be fetched and without any context those number mean little For example the number of files created equal to 150 only means that in the last period there were 150 files created but when the new period will end is unknown so fetching 150 again will either mean another 150 files or we are fetching the same time period One of the solutions for this problem will be to have a JMX context that will accumulate the data being child  of AbstractMetricsContext and expose different records to the JMX through custom MBeans This way the information fetched from the JMX will represent the state of things in a more meaningful way'
1,'Python API for Generalized Linear Regression Summary We should add an interface to the GLR summaries in Python for feature parity'
1,'Store serialized blocks as multiple chunks in MemoryStore Instead of storing serialized blocks in individual ByteBuffers the BlockManager should be capable of storing a serialized block in multiple chunks each occupying a separate ByteBuffer This change will help to improve the efficiency of memory allocation and the accuracy of memory accounting when serializing blocks Our current serialization code uses a ByteBufferOutputStream which doubles and reallocates its backing byte array this increases the peak memory requirements during serialization since we need to hold extra memory while expanding the array In addition we currently dont account for the extra wasted space at the end of the ByteBuffers backing array so a 129 megabyte serialized block may actually consume 256 megabytes of memory After switching to storing blocks in multiple chunks well be able to efficiently trim the backing buffers so that no space is wasted This change is also a prerequisite to being able to cache blocks which are larger than 2GB although full support for that depends on several other changes which have not bee implemented yet'
1,'Implement collection functions in SparkR Collection functions documented at are size explode arraycontains and sortarray size explode are already implemented arraycontains and sortarray are to be implemented'
1,'Undeprecate createNonRecursive FileSystem createNonRecursive is deprecated However there is no DistributedFileSystem create implementation which throws exception if parent directory doesnt exist This limits clients migration away from the deprecated method For HBase IO fencing relies on the behavior of FileSystem createNonRecursive Variant of create method should be added which throws exception if parent directory doesnt exist'
1,'Support for pushing down filters for decimal and timestamp types in ORC Currently filters for TimestampType and DecimalType are not being pushed down in ORC data source although ORC filters support both'
1,'When the FileTailingAdaptor is unable to read a file it should take action instead of trying 300 times In the FileTailingAdaptor if when trying to read a file a File does not exist & Permission denied exception is throws then that file should be log and removed'
1,'Implement dropDuplicates method of DataFrame in SparkR distinct and unique drop duplicated rows on all columns While dropDuplicates can drop duplicated rows on selected columns'
1,'DiskChecker should perform some disk IO DiskChecker can fail to detect total disk controller failures indefinitely We have seen this in real clusters DiskChecker performs simple permissionsbased checks on directories which do not guarantee that any disk IO will be attempted A simple improvement is to write some data and flush it to the disk'
1,'Add debugonly socket source in Structured Streaming This is a debugonly version of SPARK15842 for tutorials and debugging of streaming apps it would be nice to have a textbased socket source similar to the one in Spark Streaming It will clearly be marked as debugonly so that users dont try to run it in production applications because this type of source cannot provide HA without storing a lot of state in Spark'
1,'UGI should contain authentication method The UserGroupInformation should contain authentication method in its subject This will be used in HDFS to issue delegation tokens only to kerberos authenticated clients'
1,'Avoid perrecord type dispatch in JDBC when writing Currently JdbcUtilssavePartition is doing typebased dispatch for each row to write appropriate values So appropriate writers can be created first according to the schema and then apply them to each row This approach is similar with CatalystWriteSupport'
1,'Disable comments in generated code in order to avoid performance issues'
1,'Estimator interface for generalized linear models GLMs In Spark 16 MLlib provides logistic regression and linear regression with L1 L2 elasticnet regularization We want to expand the support of generalized linear models GLMs in 20 eg Poisson Gamma families and more link functions SPARK implements a GLM solver for the case when the number of features is small We also need to design an interface for GLMs In SparkR we can simply follow glm or glmnet On the Python Scala Java side the interface should be consistent with LinearRegression and LogisticRegression eg It would be great if LinearRegression and LogisticRegression can reuse code from GeneralizedLinearModel'
1,'Cleanup TestFilterFileSystem Currently TestFilterFileSystem only checks for FileSystem methods that must be implemented in FilterFileSystem with a list of methods that are exception to this rule This jira wants to make this check stricter by adding a test for ensuring the methods in exception rule list must not be implemented by the FilterFileSystem This also cleans up the current  that has methods from exception rule list to interface to avoid having to provide dummy implementation of the methods'
1,'Open up already widelyused APIs for delegationtoken fetching & renewal to ecosystem projects Storm would like to be able to fetch delegation tokens and forward them on to running topologies so that they can access HDFS STORM346 But to do so we need to open up access to some of APIs Most notably FileSystemaddDelegationTokens Tokenrenew CredentialsgetAllTokens and UserGroupInformation but there may be others At a minimum adding in storm to the list of allowed API users But ideally making them public Restricting access to such important functionality to just MR really makes secure HDFS inaccessible to anything except MR or tools that reuse MR input formats'
1,'LocalDirAllocator should avoid holding locks while accessing the filesystem As noted in MAPREDUCE5584 and HADOOP7016 LocalDirAllocator can be a bottleneck for multithreaded setups like the ShuffleHandler We should consider moving to a lockless design or minimizing the critical sections to a very small amount of time that does not involve I O operations'
1,'Deprecate registerTempTable and add datasetcreateTempView Our current datasetregisterTempTable does not actually materialize data So it should be considered as creating a temp view We can deprecate it and create a new method called datasetcreateTempView replaceIfExists Boolean The default value of replaceIfExists should be false For registerTempTable it will call datasetcreateTempView replaceIfExists true'
1,'Add authenticated TokenIdentifiers to UGI so that they can be used for authorization When token is used for authentication over RPC information other than username may be needed for access authorization This information is typically specified in TokenIdentifier This is especially true for block tokens used for clienttodatanode accesses where authorization is based on access permissions specified in TokenIdentifier and not on username Block tokens used to be called access tokens and one can think of them as capability tokens See HADOOP4359 for more info'
1,'Kerberos relogin interval in UserGroupInformation should be configurable Currently the check done in the hasSufficientTimeElapsed method is hardcoded to 10 mins wait The wait time should be driven by configuration and its default value for clients should be 1 min'
1,'Exclude weak ciphers in SSLFactory through sslserverxml HADOOP12668 added support to exclude weak ciphers in HttpServer2 which is good for name nodes But data node web UI is based on Netty which uses SSLFactory and does not read sslserverxml to exclude the ciphers We should also add the same support for Netty for consistency I will attach a full patch later'
1,'Support scatter chart for HICC HICC chart only supports line graph at the moment For looking at large dataset charts it would be better to represent the data in scatter graph format'
1,'Read ADLS credentials from Credential Provider Read ADLS credentials using Hadoop CredentialProvider API'
1,'The distance between sync blocks in SequenceFiles should be configurable Currently SequenceFiles put in sync blocks every 2000 bytes It would be much better if it was configurable with a much higher default 1mb or so'
1,'Noninterleaved checksums would optimize block transfers Currently when a block is transfered to a datanode the client interleaves data chunks with the respective checksums This requires creating an extra copy of the original data in a new buffer interleaved with the crcs We can avoid extra copying if the data and the crc are fed to the socket one after another'
1,'security implementation for new FileSystem FileContext API New file system API HADOOP 4952 should implement security features currently provided by FileSystem APIs This is a critical requirement for MapReduce components to migrate and use new APIs for internal filesystem operations MAPREDUCE 2020'
1,'Implement a native OS runtime for Hadoop It would be useful to implement a JNIbased runtime for Hadoop to get access to the native OS runtime This would allow us to stop relying on execing bash to get access to information such as usergroups process limits etc and for features such as chown chgrp orgapachehadooputilShell'
1,'testpatch needs to verify Herriot integrity Whenever a new patch is submitted for verification testpatch process has to make sure that none of Herriot bindings were broken'
1,'Allow RPC scheduler callqueue backoff using response times Currently back off policy from HADOOP10597 is hard coded to base on whether call queue is full This ticket is open to allow flexible back off policies such as moving average of response time in RPC calls of different priorities'
1,'testpatchs issue matching regex should be configurable we have the issue matching regex configurable via altering the default add in a cli arg to update it on invocation'
1,'Add capability to turn on security in unit tests We should be able to start a kdc server for unit tests so that security could be turned on This will greatly improve the coverage of unit tests'
1,'When a serializer  is missing return null not throw an NPE When you have a key value  thats non Writable and you forget to attach ioserializers for the same an NPE is thrown by the tasks with no information on why or whats missing and what led to it I think a better exception can be thrown by SerializationFactory instead of an NPE when a  is not found accepted by any of the loaded ones'
1,'Hadoop Token Command This JIRA is to define commands for Hadoop token The scope of this task is highlighted as following Token init authenticate and request an identity token then persist the token in token cache for later reuse Token display show the existing token with its info and attributes in the token cache Token revoke revoke a token so that the token will no longer be valid and cannot be used later Token renew extend the lifecycle of a token before its expired'
1,'Add haadmin getAllServiceState option to get the HA state of all the NameNodes ResourceManagers Currently we have one command to get state of namenode It will be good to have command which will give state of all the namenodes'
1,'Chukwa Add a config parameter to allow agent to talk to the same collector until connection fails In chukwa agent we added ability to rotate collector on each HTTP post RAD Lab is using Chukwa Agent differently and would like to have the option to keep agent on the same collector On the smaller scale of the Chukwa it makes sense to process data without the map reduce job A new interface needs to be created as a T pipe line to stream data from collector directly into a Database or external storage In this configuration it is better to channel similar data to the same collector to reduce the cost of reassembling chunks'
1,'IPC layer optimizations Umbrella jira for y! optimizations to reduce object allocations more efficiently use protobuf APIs unified ipc and webhdfs callq to enable QoS etc'
1,'Allow daemon startup when at least 1 or configurable disk is in an OK state The given example is if datanode disk definitions but should be applicable to all configuration where a list of disks are provided I have defined multiple local disks defined for a datanode When one of those disks breaks and is unmounted then the mountpoint such as data 03 in this example becomes a regular directory which doesnt have the valid permissions and possible directory structure Hadoop is expecting When this situation happens the datanode fails to restart because of this while actually we have enough disks in an OK state to proceed The only way around this is to alter the configuration and omit that specific disk configuration To my opinion It would be more practical to let Hadoop daemons start when at least 1 disks partition in the provided list is in a usable state This prevents having to roll out custom configurations for systems which have temporarily a disk and therefor directory layout missing This might also be configurable that at least X partitions out of he available ones are in OK state'
1,'Add support for hadooprc The system should be able to read in userdefined env vars from ~ hadooprc'
1,'Restore security in Hadoop 022 branch This is to track changes for restoring security in 022 branch'
1,'FileSystem listStatus should throw IOE upon access error In HADOOP6201 and HDFS538 it was agreed that FileSystem listStatus should throw FileNotFoundException instead of returning null when the target directory did not exist However in LocalFileSystem implementation today FileSystem listStatus still may return null when the target directory exists but does not grant read permission This causes NPE in many callers for all the reasons cited in HADOOP6201 and HDFS538 See HADOOP7327 and its linked issues for examples'
1,'Disable spurious checkstyle checks Some of the checkstyle checks are not realistic like the line length leading to spurious 1 in precommit Lets disable'
0,'Adding a GROUP BY 1 where first column is literal results in wrong answer Here this fails the second assertion by returning a single row It appears that running group by 1 where column 1 is a constant causes filter conditions to be ignored Both PostgreSQL and SQLite return empty result sets for the query containing the GROUP BY'
0,'In the cast expression casting from empty string to interval type throws NullPointerException When the cast expression is applied on empty string to cast it to interval type it throws Null pointer exceptionGetting the same exception when I tried reproducing the same through test case checkEvaluation Cast Literal CalendarIntervalType null'
0,'Spark on mesos is broken due to race condition in Logging End error is MySQLSyntaxErrorException'
0,'Web UI prevents sparksubmit application to be finished The application creates a thread with infinite loop for web UI communication and never stops it The application is waiting for the thread to be finished instead even if you close the web page'
0,'Cannot use SparkR sql Caching multiple replicas of blocks is currently broken Again doesnt replicate data and executors show the same ClassNotFoundException'
0,'Add test suite for EliminateSubQueries'
0,'Broken Spark SQL Codegen this is me on purpose trying to break spark sql codegen to uncover potential issues by creating arbitrately complex data structures using primitives strings basic collections map seq option tuples and case classes'
0,'Current TreeNodetoJSON may trigger OOM under some corner cases In SPARK17356 we fix the OOM issue when Metadata is super big There are other cases that may also trigger OOM Current implementation of TreeNodetoJSON will recursively search and print all fields of current TreeNode even if the fields type is of type Seq or type Map The following example triggers a StackOverflowError when calling toJSON on a plan with user defined UDF'
0,'ExecutorId in HearbeatReceiverSuite is incorrect This unit test can pass currently because of askWithRetry when catching exception RPC will call again thus it will go if branch and return true'
0,'Json serialzation of accumulators are failing with ConcurrentModificationException This is the stack trace See ConcurrentModificationException'
0,'Use best time and average time in micro benchmark Best time should be more stable than average time in benchmark together with average time they could show more information'
0,'Python UDF failed when there is no arguments For an application with YarnApplicationStateFINISHED and FinalApplicationStatusFAILED invoking sparksubmit from command line will got Exception Also because the above fact in test YarnClusterSuite assert with false condition will not+ fail the test'
0,'Spark prints an avalanche of warning messages from Parquet when reading parquet files written by older versions of Parquetmr It looks like broke parquet log output redirection After that patch when querying parquet files written by Parquetmr 160 Spark prints a torrent of harmless warning messages from the Parquet reader This only happens during execution not planning and it doesnt matter what log level the SparkContext is set to This is a regression I noted as something we needed to fix as a follow up to PR 14690 I feel responsible so Im going to expedite a fix for it I suspect that PR broke Sparks Parquet log output redirection Thats the premise Im going by'
0,'Spark worker throw Exception when uber jars http url contains query string If the url contains any query strings downloadUserJar method will throw Did not see expected jar exception This is a problem when your jar is located on some web service which requires some additional information to retrieve the file For example to download a jar from s3 bucket via http the url contains signature datetime etc as query string Hence all the query string should be removed before checking jar existance I created a pr to fix this if anyone can review it'
0,'Throw Exceptions for DDLs of Partitioned Views CREATE VIEW and ALTER VIEW Because the concept of partitioning is associated with physical tables we disable all the supports of partitioned views which are defined in the following three commands in Hive DDL Manual An exception is thrown when users issue any of these three DDL commands'
0,'dropDuplicates uses the same expression id for Alias and Attribute and breaks attribute replacement Right now if you use dropDuplicates in a stream you get an exception because attribute replacement is broken'
0,'ML GaussianMixture training failed due to feature column type mistake ML GaussianMixture training failed due to feature column type mistake The feature column type should be mllinalgVectorUDT but got mlliblinalgVectorUDT by mistake This bug is easy to reproduce by the following code Why the unit tests did not complain this errors'
0,'Document Spark 16s offheap memory configurations and add config validation We need to document the new offheap memory limit configurations which were added in Spark 16 add simple configuration validation for instance you shouldnt be able to enable offheap execution when the offheap memory limit is zero and alias the old and confusing sparkunsafeoffHeap configuration to something that lives in the sparkmemory namespace'
0,'Roundtrip encoding of array struct fields is wrong when wholestage codegen is disabled The following failing test demonstrates a bug where Spark misencodes arrayofstruct fields if wholestage codegen is disabled When wholestage codegen is enabled the default this works fine'
0,'Fix sorting of part files while reconstructing RDD partition from checkpointed files If we exceed this no the sort logic in ReliableCheckpointRDD gets messed up and fails This is because of partfiles are sorted and compared as strings Possible solutions Bump the padding to allow more partitions or Sort the part files extracting a subportion as string and then verify the RDD'
0,'Temporary shuffle data files may be leaked following exception in write SPARK8029 modified shuffle writers to first stage their data to a temporary file in the same directory as the final destination file and then to atomically rename the file at the end of the write job However this change introduced the potential for the temporary output file to be leaked if an exception occurs during the write because the shuffle writers existing error cleanup code doesnt handle this new temp file'
0,'Capture errors from R workers in daemonR to avoid deletion of R session temporary directory If we have a linkage error in the user code Spark executors get killed immediately This is not great for user experience especially in shared environments in which multiple applications are multiplexed through one context'
0,'Spark distributed cache should throw exception if same file is specified to dropped in files archives Recently for the changes to SPARK14423 Handle jar conflict issue when uploading to distributed cache If by default yarn client will upload all the files and archives in assembly to HDFS staging folder It should throw if file appears in both files and archives exception to know whether uncompress or leave the file compressed'
0,'Collapse Window optimizer rule changes column order The recently added CollapseWindow optimizer rule changes the column order of attributes This actually modifies the schema of the logical plan which optimization should not do and breaks collect in a subtle way we bind the row encoder to the output of the logical plan and not the optimized plan'
0,'SparkR glm Gamma family results in error'
0,'Erroneous computation in multiplication of transposed SparseMatrix with SparseVector There is a bug in how a transposed SparseMatrix isTransposedtrue does multiplication with a SparseVector The bug is present for v 200 This bug can be verified by running the following snippet in a Spark shell here using v161'
0,'orgapachesparkmlliblinalgVectorUDT cannot be cast to orgapachesparksqltypesStructType The issue in subject happens on attempt to transform DataFrame in Parquet format into ORC while DF contains SparseVector DenseVector data It looks like that there shouldnt be any serialization issues but they happens'
0,'Wrong ApproximatePercentile answer when multiple records have the minimum value When multiple records have the minimum value the answer of ApproximatePercentile is wrong'
0,'AssertOnQuerycondition should be consistent in requiring Boolean return type AssertOnQuery has two apply constructor one that accepts a closure that returns boolean and another that accepts a closure that returns Unit This is actually very confusing because developers could mistakenly think that AssertOnQuery always require a boolean return type and verifies the return result when indeed the value of the last statement is ignored in one of the constructors'
0,'Jenkins should verify mvn site if the patch contains aptvm changes Its should be good to make Jenkins verify mvn site if the patch contains aptvm changes to avoid some obvious build failure such as YARN2732 Its not the first time that the similar issues have been raised Having an automative verification can inform us an alert before us encounter an actual build failure which involves site lifecycle'
0,'make the default params in sparkR sparkmlp consistent with MultilayerPerceptronClassifier several default params in sparkR sparkmlp is wrong layers should be null tol should be 1e6 stepSize should be 003 seed should be 763139545'
0,'RM fails to start in nonsecure mode due to authentication filter failure RM fails to start in the nonsecure mode with the following exception This is likely a regression introduced by HADOOP10670'
0,'constraints propagation may fail the query The following simple SQL query reproduces this issue Exception thrown This bug is a regression Spark 16 doesnt have this issue'
0,'DistributedLDAModel returns different logPrior for original and loaded model While adding DistributedLDAModel training summary for SparkR I found that the logPrior for original and loaded model is different'
0,'RawLocalFileSystem fails to read symlink targets via the stat command when the format of stat command uses noncurly quotes Symlink tests failure happened from time to time Failed Error Message Path is not a symbolic link Stacktrace javaioIOException'
0,'Spark 20 CSV does not cast null values to certain data types properly If we create a table pointing to a parquet json datasets without specifying the schema describe table command does not show the schema at all It only shows Schema of this table is inferred at runtime'
0,'Remove the version and author information from distcps README file That text shouldnt be there'
0,'Even timeline for a stage doesnt core 100 of the bar timeline bar in chrome Actually proportions are calculated correctly but due to css issue theyre not expanded to the size of the full bar'
0,'Document LIBSVM data source options in public doc and minor improvements We should document options in public API doc Otherwise it is hard to find out the options without looking at the code'
0,'YARN shuffle service should throw errors when it fails to start Spark applications running on Mesos throw exception upon exit as follows Applications result is not affected by this error'
0,'Utilsscala terminateProcess should call ProcessdestroyForcibly if and only if Processdestroy fails When we do not turn on the Hive Support the following query generates a confusing error message'
0,'Oracle JDBC table creation fails with ORA00902 invalid datatype Please see the attached notebook Seems lag lead somehow fail to recognize that a offset row does not exist and generate wrong results'
0,'Spark SQL Catalyst doesnt handle ISO 8601 date without colon in offset When parsing a CSV with a date time column that contains a variant ISO 8601 that doesnt include a colon in the offset casting to Timestamp fails'
0,'JDK8 Fix javadoc errors caused by incorrect or illegal tags in hadooptools mvn package Pdist DskipTests fails with JDK8 caused by incorrect or illegal tags in doc comments'
0,'hadoop fs text of zerolength file causes EOFException'
0,'Analysis error for DataSet typed selection If U1 contains subfields then it reports AnalysisException'
0,'Incorrect usage of config parameters in token manager of KMS The usage of the following configs of Key Management Server KMS are problematic'
0,'Incorrectly Set Nullability to False in FilterExec When FilterExec contains isNotNull which could be inferred and pushed down or users specified we convert the nullability of the involved columns if the toplayer expression is nullintolerant However this is not true if the toplayer expression is not a leaf expression it could still tolerate the null when it has nulltolerant child expression When the nullability is wrong we could generate incorrect results in different cases'
0,'IS NOT NULL clause gives false for nested not empty column The wrong value numCompletedTasks has been assigned to the variable numSkippedTasks'
0,'Unable to retrieve data from a parquet table whose name starts with underscore It looks like there is some bug introduced in Spark 210 preventing to read data from a parquet table hive support is enabled whose name starts with underscore CREATE and INSERT statements on the same table instead seems to work as expected The problem can be reproduced from sparkshell through the following steps'
0,'establish a Powered by Hadoop logo We should agree on a Powered By Hadoop logo'
0,'prepare architecture documentation'
0,'JDBC source Wrong Partition Generation when numPartitions is More than the number of rows between upper and lower bounds Pythononly UDTs cant work well'
0,'CREATE TABLE LIKE generates a nonempty table when source is a data source table When the source table is a data source table the table generated by CREATE TABLE LIKE is nonempty The expected table should be empty'
0,'Fixed Insert Failure To Data Source Tables when the Schema has the Comment Field The insert attempt will fail if the target table has a column with comments The error is strange to the external users'
0,'pyspark reduceByKeyAndWindow with invFuncNone requires checkpointing When invFunc argument of reduceByKeyAndWindow is None checkpointing should not be required Scala implementation of reduceByKeyAndWindow handles this correctly and does not require checkpointing Python version requires that checkpoint directory be specified it is a bug'
0,'Some SQL metrics is broken when wholestage codegen enabled The spill size of Aggregate and Sort is broken the data size is actual peak memory'
0,'toLocalIterator yields time out error on pyspark2 I run the example straight out of the api docs for toLocalIterator and it gives a time out exception'
0,'SSL redirect handler only redirects the servers root The redirect handler that is started in the HTTP port when SSL is enabled only redirects the root of the server Additional handlers do not go through the handler so if you have a deep link to the nonhttps server you wont be redirected to the https port I tested this with the history server but it should be the same for the normal UI the fix should be the same for both too'
0,'spark should be able to control the number of executor and should not throw stack overflow When running Sql queries on large datasets Job fails with stack overflow warning and it shows it is requesting lots of executors Looks like there is no limit to number of executors or not even having an upperbound based on yarn available resources If you notice in the error above YARN is trying to request 24576 executor containers whereas the available cores are 1719 The Driver is requesting for 52902 executor s which too high This exception should be fixed'
0,'Exchange reuse incorrectly reuses scans over different sets of partitions This happens because the file scan operator does not take into account partition pruning in its implementation of sameResult As a result executions may be incorrect on selfjoins over the same base file relation Heres a minimal test case to reproduce'
0,'No encoder implicits for SeqPrimitive Dataset aggregators with complex types fail with unable to find encoder for type stored in a Dataset Though Datasets with these complex types are supported'
0,' grows beyond 64 KB I have 2 wide dataframes that contain nested data structures when I explode one of the dataframes it doesnt include records with an empty nested structure outer explode not supported So I create a similar dataframe with null values and union them together See SPARK13721 for more details as to why I have to do this I was hoping that SPARK16845 was going to address my issue but it does not I will attach a code snippet that can be pasted into sparkshell that duplicates my code and the exception This worked just fine in Spark 16x'
0,'JVMObjectTrackerobjMap may leak JVM objects We observed that JVM objects that are not used anymore are still trapped in this map which prevents those object get GCed Seems it makes sense to use weak reference like persistentRdds in SparkContext'
0,'fix random generator for map type'
0,'Errors thrown by UDFs cause TreeNodeException when the query has an ORDER BY clause'
0,'Add documentation for Streaming Rest API'
0,'Update documentation with instructions to enable block manager wire encryption See SPARK6229 The code was added but the docs were never updated'
0,'Some batches might not get marked as fully processed in JobGenerator Right now the YARN shuffle service will swallow errors that happen during startup and just log them This causes two undesirable things to happen'
0,'Minor doc usage changes related to removal of Spark assembly While poking around with 20 I noticed that a few places still referred to spark assembly jar so I updated where it made sense I also updated the usage section of sparksubmit since you can now use runexample argument to run an example from sparksubmit which was mostly undocumented'
0,'Python UDF may fail because of six In GBTClassificationModel the overloaded method trees casts the DecisionTree to a DecisionTreeRegressionModel however the import for this  is missing and leads to a NameError global name DecisionTreeRegressionModel is not defined'
0,'GeneralizedLinearRegression Wrong Value Range for Poisson Distribution The current implementation of Poisson GLM seems to allow only positive values See below This is not correct since the support of Poisson includes the origin'
0,'Analyzer rule for resolving using joins should respect case sensitivity setting When the underlying file changes it can be very confusing to users when they see a FileNotFoundException'
0,'Performing arithmetic in VALUES can lead to ClassCastException MatchErrors during query parsing The following example fails with a ClassCastException Its surprising to me that this error is occurring during query parsing'
0,'ClassCastException during count distinct While trying to reproduce SPARK18172 in SQL I found the following SQL query fails in Spark 201 via sparkbeeline with a CassCastException'
0,'Spark20error occurs when execute the sql statement which includes nvl function while spark16 supports However if a user only set orccompress in the writer option we should not use the default value of compression snappy as the codec Instead we should respect the value of orccompress'
0,'Test that expressions can be serialized SPARK18368 fixes regexpreplace when it is serialized One of the reviews requested updating the tests so that all expressions that are tested using checkEvaluation are first serialized That caused several new so this issue is to add serialization to the tests and fix the bugs serialization exposes'
0,'Provide more informative error message when direct parquet output committer is used and there is a file already exists error When saving data to S3 eg saving to parquet if there is an error during the query execution the partial file generated by the failed task will be uploaded to S3 and the retries of this task will throw file already exist error It is very confusing to users because they may think that file already exist error is the error causing the job failure They can only find the real error in the spark ui in the stage page'
0,'RelationalGroupedDatasetagg should be order preserving and allow duplicate column names The above implementation is not order preserving and does not allow duplicate names'
0,'DFS Summary Page DFS Summary page should consists of the DFS summary data and links to Live Datanodes and Dead datanodes instead of loading all nodes information in one page It would be great if you can give the summary in XML format also'
0,'Hadoop streaming mapper and reducer options are wrongly documented as required reducer is listed as a Required option but is a reducer still required if the Streaming job is Map only reducer should not be listed as a Required option'
0,'PySpark RDD Repartitioning Results in Highly Skewed Partition Sizes Calling repartition on a PySpark RDD to increase the number of partitions results in highly skewed partition sizes with most having 0 rows The repartition method should evenly spread out the rows across the partitions and this behavior is correctly seen on the Scala side Please reference the following code for a reproducible example of this issue The issue here is that highly skewed partitions can result in severe memory pressure in subsequent steps of a processing pipeline resulting in OOM errors'
0,'Web UI error accessing links which need authorization when Kerberos User Hadoop on secure mode Get 403 authorization errors only hdfs user could access logs Would expect as a user to be able to web interface logs link Same results if using curl HTTP 11 403 User tester is unauthorized to access this page'
0,'hadoopdist distlayoutstitchingsh does not work with dash Saw this while building the EC branch pretty sure itll repro on trunk though too'
0,'RewriteDistinctAggregates UnresolvedException when a UDAF has a foldable TypeCheck when run a sql with distinct on spark github master branch it throw UnresolvedException'
0,'Specified database in JDBC URL is ignored when connecting to thriftserver However anything specified in database results in being put in default schema Im running these with e commands but the shell shows the same behavior'
0,'After SparkSession has been created setting hadoop conf through sparkSessionsparkContexthadoopConfiguration does not affect hadoop conf used by the SparkSession This issue adds randomSplit into SparkR for API parity'
0,'Redact sensitive information from Spark logs and UI This JIRA is to track the work to make sure sensitive information is redacted from all logs and UIs in Spark while still being passed on to all relevant places it needs to get passed on to'
0,'Fix hadoopopenstack undeclared and unused dependencies Attempting to compile openstack on a fairly fresh maven repo fails due to commonshttpclient not being a declared dependency After that is fixed doing a maven dependency analyze shows other problems'
0,'ReloadingX509TrustManager should keep reloading in case of exception Chances are that the reload happens when the key store file is being written The reload fails probably with EOFException and wont load until key store filess last modified time changes A simple fix is to update the lastLoaded only when the reload succeeds ReloadingX509TrustManager will keep reloading in case of exception'
